"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1290433";"";"0";"433.79";"0";"3.45";"6a";"NS(=O)(=O)c1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1";"IC50";"'='";"758.0";"nM";"6.12";"";"";"UO_0000065";"14.11";"0.30";"2.67";"5.74";"0";"CHEMBL1671271";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667779";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1669030";"";"0";"370.71";"0";"4.50";"6f";"O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(O)cc3)c2OC1C(F)(F)F";"IC50";"'='";"3480.0";"nM";"5.46";"";"";"UO_0000065";"14.72";"0.30";"0.96";"8.18";"0";"CHEMBL1671271";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667779";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1399";"ANASTROZOLE";"4";"293.37";"0";"2.93";"ANASTROZOLE";"CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL2333743";"";"0";"415.92";"0";"4.64";"1g";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCCl)cc1";"IC50";"'='";"1270.0";"nM";"5.90";"";"";"UO_0000065";"14.18";"0.28";"1.26";"10.38";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL2334139";"";"0";"367.45";"0";"4.03";"1a";"CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC";"IC50";"'='";"12360.0";"nM";"4.91";"";"";"UO_0000065";"13.36";"0.25";"0.88";"8.64";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL2380880";"";"0";"261.71";"0";"3.35";"4";"CC(=O)/C(=C(\N)c1ccc(Cl)o1)c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2384261";"Inhibition of COX-2 in human whole blood assessed as inhibition of LPS-induced plasma PGE2 level by radioimmunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380195";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL471104";"";"0";"283.37";"0";"4.11";"16E2";"CC/C(=C\c1cc(O)cc(O)c1)c1ccc(N(C)C)cc1";"IC50";"'='";"14800.0";"nM";"4.83";"";"";"UO_0000065";"17.04";"0.31";"0.72";"11.05";"0";"CHEMBL941537";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140997";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL489489";"";"0";"269.34";"0";"3.72";"2M16";"C/C(=C\c1ccc(N(C)C)cc1)c1cc(O)cc(O)c1";"IC50";"'='";"1740.0";"nM";"5.76";"";"";"UO_0000065";"21.38";"0.39";"2.04";"13.18";"0";"CHEMBL941537";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140997";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL127211";"";"0";"392.38";"0";"4.09";"31";"Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"18.09";"0.36";"3.01";"9.65";"1";"CHEMBL766724";"Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149180";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL2380868";"";"0";"289.67";"0";"3.95";"3h";"O=C(O)c1onc(-c2ccc(Cl)o2)c1-c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2384261";"Inhibition of COX-2 in human whole blood assessed as inhibition of LPS-induced plasma PGE2 level by radioimmunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380195";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL516139";"";"0";"284.31";"0";"2.49";"20";"O=C(O)[C@H]1C[C@](O)(c2ccccc2)[C@@H](c2ccccc2)O1";"IC50";"'<'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1036637";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154444";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2008";"None";""
"CHEMBL298762";"";"0";"407.47";"0";"4.19";"1b";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccccc3F)C2)cc1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"14.84";"0.28";"1.86";"11.10";"0";"CHEMBL760081";"Biochemical index for Prostaglandin G/H synthase 2 measured as, PGE-2 levels in lipopolysaccharide (LPS)-challenged human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133261";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL1080231";"";"0";"331.32";"0";"3.40";"15h";"Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1";"IC50";"'='";"460.0";"nM";"6.34";"";"";"UO_0000065";"19.13";"0.39";"2.94";"8.91";"0";"CHEMBL1106771";"Inhibition of COX2 in LPS-stimulated human whole blood assessed as PGE2 production by enzyme immunoassay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154327";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL274990";"SC-58125";"0";"384.35";"0";"4.10";"25";"CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"17.43";"0.35";"2.60";"12.89";"0";"CHEMBL769643";"Inhibitory activity against human recombinant Prostaglandin G/H synthase 2 expressed in microsomes taken from baculovirus infected Sf9 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"Microsomes";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128908";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";"CHEMBL3308860";""
"CHEMBL304560";"";"0";"385.23";"0";"3.05";"24";"NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(Cl)c(Cl)c2)cc1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"16.61";"0.36";"3.35";"6.71";"1";"CHEMBL768956";"Inhibitory activity against prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133663";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL92107";"";"0";"360.43";"0";"4.85";"289";"CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CC3(CC3)C2)cc1";"IC50";"'='";"3.311";"nM";"8.48";"";"";"UO_0000065";"23.53";"0.46";"3.63";"24.84";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL144787";"";"0";"339.48";"0";"3.61";"49";"CS(=O)(=O)Nc1cc2c(cc1SC1CCCCC1)C(=O)CC2";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"21.51";"0.45";"3.69";"11.54";"0";"CHEMBL760080";"In vitro inhibition of prostaglandin G/H synthase 2 expressed in human osteosarcoma 143 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128209";"1";"Scientific Literature";"J. Med. Chem.";"1995";"None";""
"CHEMBL287909";"";"0";"342.42";"0";"2.34";"12";"CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)OC2";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"22.10";"0.49";"5.23";"8.87";"0";"CHEMBL772071";"Inhibition of human Prostaglandin G/H synthase 2 expressed in CHO (chinese hamster ovary) cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132512";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"CHEMBL3308072";""
"CHEMBL3775973";"";"0";"407.44";"1";"5.01";"10k";"CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NCCc3ccccc3)c2)c(F)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3779451";"Inhibition of recombinant human COX2 assessed as production of PGF2-alpha preincubated with compound followed by the addition of 5 uM arachidonic acid as substrate by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774360";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL3775475";"";"0";"387.45";"1";"5.35";"15b";"CCCCCCNC(=O)Oc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3779451";"Inhibition of recombinant human COX2 assessed as production of PGF2-alpha preincubated with compound followed by the addition of 5 uM arachidonic acid as substrate by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774360";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL3775653";"";"0";"386.47";"1";"5.38";"15c";"CCCCCCNC(=O)Nc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1";"IC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"16.18";"0.30";"0.87";"7.97";"0";"CHEMBL3779451";"Inhibition of recombinant human COX2 assessed as production of PGF2-alpha preincubated with compound followed by the addition of 5 uM arachidonic acid as substrate by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774360";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL3774686";"";"0";"369.46";"1";"5.21";"29e";"CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2)c1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"16.68";"0.31";"0.95";"8.15";"0";"CHEMBL3779451";"Inhibition of recombinant human COX2 assessed as production of PGF2-alpha preincubated with compound followed by the addition of 5 uM arachidonic acid as substrate by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774360";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL157138";"LISURIDE";"4";"338.46";"0";"2.84";"LISURIDE";"CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL1149";"LEVOCARNITINE";"4";"161.20";"0";"-1.81";"LEVOCARNITINE";"C[N+](C)(C)C[C@H](O)CC(=O)[O-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL139";"DICLOFENAC";"4";"296.15";"0";"4.36";"Diclofenac";"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"26.00";"0.55";"3.34";"15.61";"1";"CHEMBL3811631";"Inhibition of human recombinant COX2 assessed as reduction in PGH2-derived PGF2alpha using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808358";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3809958";"";"0";"245.28";"0";"-1.32";"9";"CC(C)[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"27.31";"0.54";"8.02";"5.51";"0";"CHEMBL3811631";"Inhibition of human recombinant COX2 assessed as reduction in PGH2-derived PGF2alpha using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808358";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL2171255";"";"0";"287.75";"0";"4.17";"6a";"CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C)c2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2172930";"Inhibition of human COX2 pre-incubated for 10 mins before substrate addition by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169800";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL155206";"";"0";"448.57";"0";"4.51";"16";"CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"14.34";"0.28";"1.92";"9.32";"0";"CHEMBL763938";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"CHEMBL3308072";""
"CHEMBL16850";"";"0";"347.44";"0";"4.33";"11";"Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"20.03";"0.41";"2.63";"14.80";"0";"CHEMBL665714";"Inhibition of human cyclooxygenase-2 (hCOX-2) enzyme.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132704";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"None";""
"CHEMBL328009";"";"0";"459.45";"0";"3.96";"1";"COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"17.51";"0.37";"4.09";"9.23";"1";"CHEMBL767759";"Inhibition of Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151064";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";"None";""
"CHEMBL192";"SILDENAFIL";"4";"474.59";"0";"1.61";"SILDENAFIL";"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL2333738";"";"0";"409.48";"0";"3.75";"3j";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1";"IC50";"'='";"1880.0";"nM";"5.73";"";"";"UO_0000065";"13.98";"0.26";"1.98";"10.00";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL2334137";"";"0";"421.54";"1";"5.15";"3c";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1";"IC50";"'='";"7090.0";"nM";"5.15";"";"";"UO_0000065";"12.22";"0.23";"0.00";"10.73";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL16733";"";"0";"334.49";"0";"4.90";"20b";"CCOc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1";"IC50";"'='";"6100.0";"nM";"5.21";"";"";"UO_0000065";"15.59";"0.31";"0.31";"9.44";"0";"CHEMBL655563";"Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132622";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL363228";"";"0";"259.69";"0";"4.56";"2c";"Cc1onc(-c2ccc(Cl)o2)c1-c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL830991";"In vitro inhibitory concentration against Prostaglandin G/H synthase 2 in human whole blood assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138763";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL6";"INDOMETHACIN";"4";"357.79";"0";"3.93";"Indomethacin";"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869264";"Inhibition of COX2 assessed as LPS-stimulated PGE2 production in human whole blood leukocyte";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149501";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL14767";"";"0";"290.47";"1";"5.35";"46";"CCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CS2";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"23.49";"0.47";"1.47";"39.98";"0";"CHEMBL765812";"Inhibition of Prostaglandin G/H synthase 2 (COX-2).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131303";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL3924311";"";"0";"266.32";"0";"2.55";"16";"Cc1cc(C)c2c(OCCCC(=O)O)nsc2n1";"IC50";"'='";"245470.89";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3869869";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL77714";"";"0";"367.40";"0";"4.55";"12";"NS(=O)(=O)c1ccc(-c2oc3ccccc3c2-c2ccc(F)cc2)cc1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"22.20";"0.43";"3.60";"11.13";"0";"CHEMBL665719";"In vitro inhibitory activity against human recombinant cyclooxygenase-2 enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128047";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";"None";""
"CHEMBL372838";"";"0";"332.36";"0";"3.10";"3";"Cc1onc(-c2ccc(F)cc2)c1-c1ccc(S(N)(=O)=O)cc1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL880608";"Inhibitory activity against human recombinant cyclooxygenase 2; not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143455";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL42485";"DUP-697";"0";"411.32";"1";"5.39";"DuP-697";"CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"12.53";"0.31";"-0.24";"15.10";"0";"CHEMBL760084";"Compound was evaluated for inhibitory activity against human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150491";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";"None";""
